i,j,indice
5,1,0
5,2,1
5,3,2
4,3,3
3,5,4
3,4,5
3,3,6
2,3,7
4,5,8
4,4,9
4,2,10
2,1,11
2,2,12
2,5,13
3,1,14
3,2,15
3,6,16
4,0,17
4,1,18
0,3,19
0,2,20
3,0,21
2,0,22
1,3,23
0,1,24
1,2,25
1,1,26
1,4,27
1,0,28
2,4,29
1,5,30
0,4,31
0,5,32
5,4,33
