i,j,indice
4,1,0
4,3,1
3,3,2
3,4,3
2,4,4
2,3,5
3,1,6
3,2,7
4,2,8
2,1,9
2,2,10
1,1,11
1,2,12
3,0,13
0,2,14
2,0,15
1,4,16
0,1,17
1,3,18
1,0,19
0,3,20
0,4,21
