i,j,indice
5,1,0
5,2,1
5,3,2
4,3,3
3,6,4
3,5,5
3,4,6
3,3,7
2,3,8
4,5,9
4,6,10
4,2,11
3,1,12
3,2,13
4,4,14
2,1,15
2,5,16
2,4,17
2,2,18
4,0,19
4,1,20
0,3,21
0,2,22
3,0,23
2,6,24
2,0,25
1,3,26
0,1,27
1,2,28
1,4,29
1,1,30
1,5,31
0,4,32
1,0,33
0,5,34
5,4,35
5,5,36
