i,j,indice
3,1,0
3,2,1
2,4,2
2,3,3
2,2,4
1,2,5
3,3,6
2,1,7
1,1,8
3,0,9
0,2,10
2,0,11
1,4,12
1,0,13
0,1,14
1,3,15
0,3,16
3,4,17
4,2,18
0,0,19
