i,j,indice
3,1,0
3,2,1
2,4,2
2,3,3
2,2,4
1,2,5
3,3,6
2,1,7
1,1,8
1,3,9
1,4,10
3,0,11
0,2,12
2,0,13
1,0,14
0,1,15
0,3,16
0,0,17
