i,j,indice
3,1,0
3,2,1
2,4,2
2,3,3
2,2,4
1,2,5
3,3,6
2,1,7
1,1,8
1,3,9
2,0,10
1,4,11
3,0,12
0,2,13
0,1,14
1,0,15
0,3,16
0,0,17
