i,j,indice
7,2,0
6,2,1
7,5,2
6,5,3
5,8,4
4,8,5
4,7,6
4,6,7
4,5,8
3,5,9
5,6,10
5,7,11
6,6,12
6,7,13
5,3,14
6,3,15
7,3,16
3,2,17
3,3,18
3,4,19
3,7,20
5,5,21
7,4,22
4,4,23
4,1,24
4,2,25
3,8,26
2,2,27
2,3,28
4,3,29
5,4,30
6,1,31
5,2,32
0,4,33
1,4,34
0,3,35
5,0,36
5,1,37
3,1,38
3,0,39
4,0,40
6,4,41
2,4,42
2,5,43
1,3,44
1,2,45
0,2,46
1,5,47
2,0,48
2,1,49
2,6,50
2,7,51
1,6,52
1,7,53
3,6,54
0,7,55
0,5,56
0,6,57
1,1,58
7,6,59
