i,j,indice
7,2,0
7,5,1
6,5,2
5,8,3
4,8,4
4,7,5
4,6,6
4,5,7
3,5,8
5,6,9
5,7,10
6,6,11
6,7,12
5,3,13
6,3,14
7,3,15
4,2,16
4,3,17
4,4,18
3,7,19
5,5,20
3,2,21
7,4,22
4,1,23
3,4,24
2,2,25
3,3,26
2,3,27
5,4,28
6,1,29
5,2,30
6,2,31
0,4,32
1,4,33
0,3,34
5,0,35
5,1,36
4,0,37
3,8,38
3,1,39
6,4,40
2,4,41
2,5,42
1,3,43
1,2,44
0,2,45
7,1,46
3,0,47
2,0,48
2,1,49
2,6,50
2,7,51
1,5,52
1,6,53
1,7,54
3,6,55
0,5,56
0,6,57
1,1,58
7,6,59
6,0,60
0,7,61
