i,j,indice
4,1,0
4,3,1
3,3,2
3,4,3
2,4,4
2,3,5
3,2,6
4,2,7
2,1,8
2,2,9
1,1,10
1,2,11
3,5,12
2,5,13
3,0,14
3,1,15
0,2,16
0,3,17
4,4,18
2,0,19
1,3,20
0,1,21
1,0,22
1,4,23
0,4,24
5,3,25
