i,j,indice
7,2,0
7,5,1
6,5,2
5,8,3
4,8,4
4,7,5
4,6,6
4,5,7
3,5,8
5,7,9
5,6,10
6,6,11
6,7,12
5,3,13
6,3,14
7,3,15
3,2,16
3,3,17
4,3,18
4,4,19
3,7,20
5,5,21
7,4,22
3,4,23
4,2,24
3,8,25
2,2,26
2,3,27
5,4,28
6,1,29
5,2,30
6,2,31
0,4,32
0,5,33
1,4,34
5,0,35
5,1,36
3,1,37
4,1,38
4,0,39
6,4,40
2,4,41
2,5,42
0,3,43
1,3,44
0,2,45
3,0,46
2,0,47
2,1,48
1,2,49
2,6,50
2,7,51
1,5,52
1,6,53
1,7,54
3,6,55
0,7,56
0,6,57
1,1,58
7,6,59
6,0,60
