i,j,indice
5,2,0
5,4,1
4,4,2
4,6,3
3,6,4
3,5,5
3,4,6
4,5,7
4,2,8
6,3,9
3,2,10
3,3,11
5,3,12
3,1,13
2,4,14
2,2,15
2,3,16
4,3,17
4,1,18
0,3,19
0,4,20
1,3,21
1,4,22
5,1,23
5,5,24
4,0,25
3,0,26
2,6,27
2,1,28
6,4,29
0,2,30
1,2,31
2,0,32
2,5,33
1,5,34
0,1,35
1,1,36
1,6,37
0,5,38
5,6,39
6,2,40
3,7,41
5,0,42
0,6,43
