i,j,indice
7,2,0
7,3,1
7,5,2
6,5,3
5,8,4
4,8,5
4,7,6
4,6,7
4,5,8
3,5,9
5,7,10
6,7,11
6,3,12
7,4,13
4,2,14
4,3,15
4,4,16
6,6,17
3,3,18
5,4,19
5,5,20
5,6,21
6,1,22
5,2,23
6,2,24
0,4,25
0,5,26
1,5,27
1,4,28
5,0,29
5,1,30
3,2,31
4,1,32
3,8,33
3,1,34
6,4,35
3,4,36
2,4,37
2,5,38
0,3,39
6,0,40
1,3,41
0,2,42
2,3,43
5,3,44
2,2,45
3,0,46
2,0,47
2,1,48
1,2,49
4,0,50
2,6,51
2,7,52
3,7,53
1,6,54
1,7,55
3,6,56
0,6,57
0,7,58
7,6,59
6,8,60
8,4,61
8,5,62
2,8,63
