i,j,indice
7,2,0
7,4,1
6,4,2
5,7,3
4,7,4
4,6,5
4,5,6
3,5,7
3,4,8
5,6,9
6,6,10
6,7,11
5,3,12
6,3,13
7,3,14
3,2,15
3,3,16
4,3,17
4,4,18
3,7,19
5,5,20
3,1,21
4,8,22
4,1,23
4,2,24
6,5,25
2,2,26
2,3,27
5,8,28
5,4,29
6,1,30
5,2,31
5,1,32
6,2,33
0,4,34
1,4,35
0,3,36
7,1,37
5,0,38
3,0,39
4,0,40
2,4,41
7,5,42
1,3,43
1,2,44
0,2,45
2,5,46
2,0,47
2,1,48
2,6,49
2,7,50
3,6,51
1,5,52
1,6,53
1,7,54
3,8,55
0,5,56
0,6,57
1,1,58
7,6,59
0,7,60
