i,j,indice
5,1,0
5,2,1
5,3,2
4,3,3
3,6,4
3,5,5
3,4,6
3,3,7
2,3,8
4,5,9
4,2,10
2,1,11
2,2,12
2,5,13
4,4,14
3,1,15
2,4,16
3,2,17
4,0,18
4,1,19
0,3,20
0,2,21
3,0,22
2,0,23
1,3,24
0,1,25
1,2,26
1,4,27
1,0,28
1,1,29
1,5,30
0,4,31
2,6,32
0,5,33
5,4,34
4,6,35
