i,j,indice
5,1,0
5,2,1
5,3,2
4,3,3
3,6,4
3,5,5
3,4,6
3,3,7
2,3,8
2,4,9
4,6,10
4,5,11
4,2,12
2,1,13
2,2,14
3,2,15
2,5,16
4,4,17
3,1,18
2,6,19
4,0,20
4,1,21
0,3,22
3,0,23
2,0,24
1,3,25
0,2,26
5,4,27
0,1,28
1,2,29
1,4,30
1,0,31
1,1,32
1,5,33
0,4,34
0,5,35
5,5,36
