i,j,indice
7,2,0
6,2,1
7,4,2
6,4,3
5,8,4
5,7,5
4,8,6
4,7,7
4,6,8
4,5,9
3,5,10
3,4,11
5,6,12
6,6,13
6,7,14
5,3,15
6,3,16
7,3,17
3,2,18
3,3,19
3,6,20
3,7,21
5,5,22
3,1,23
4,4,24
4,1,25
4,2,26
6,5,27
2,2,28
2,3,29
4,3,30
5,4,31
6,1,32
5,1,33
5,2,34
0,4,35
1,4,36
0,3,37
7,1,38
5,0,39
3,0,40
4,0,41
2,4,42
7,5,43
1,3,44
1,2,45
0,2,46
2,5,47
1,5,48
2,0,49
2,1,50
2,6,51
2,7,52
1,6,53
3,8,54
1,7,55
0,7,56
0,6,57
0,5,58
1,1,59
7,6,60
0,1,61
