i,j,indice
4,1,0
4,3,1
3,3,2
3,4,3
2,4,4
2,3,5
3,2,6
4,2,7
2,1,8
2,2,9
1,1,10
1,2,11
2,5,12
3,0,13
3,1,14
0,2,15
0,3,16
2,0,17
1,3,18
0,1,19
1,0,20
1,4,21
0,4,22
3,5,23
4,4,24
