i,j,indice
4,1,0
4,2,1
4,3,2
3,3,3
3,5,4
2,5,5
2,4,6
2,3,7
3,4,8
3,2,9
2,1,10
2,2,11
1,2,12
1,1,13
3,1,14
0,3,15
0,2,16
4,4,17
3,0,18
2,0,19
1,3,20
0,1,21
1,0,22
1,4,23
0,4,24
4,0,25
5,3,26
1,5,27
