i,j,indice
3,1,0
3,2,1
2,4,2
2,3,3
2,2,4
3,4,5
3,3,6
4,2,7
2,1,8
1,2,9
1,1,10
3,0,11
0,2,12
2,0,13
1,4,14
1,0,15
0,1,16
1,3,17
0,3,18
0,4,19
4,3,20
