i,j,indice
3,1,0
3,2,1
2,4,2
2,3,3
2,2,4
1,2,5
3,3,6
2,1,7
1,1,8
1,3,9
1,0,10
2,0,11
3,0,12
0,2,13
0,1,14
0,3,15
1,4,16
0,0,17
